w2v_0,w2v_1,w2v_2,w2v_3,w2v_4,w2v_5,w2v_6,w2v_7,w2v_8,w2v_9,w2v_10,w2v_11,w2v_12,w2v_13,w2v_14,w2v_15,w2v_16,w2v_17,w2v_18,w2v_19,w2v_20,w2v_21,w2v_22,w2v_23,w2v_24,w2v_25,w2v_26,w2v_27,w2v_28,w2v_29,w2v_30,w2v_31,w2v_32,w2v_33,w2v_34,w2v_35,w2v_36,w2v_37,w2v_38,w2v_39,w2v_40,w2v_41,w2v_42,w2v_43,w2v_44,w2v_45,w2v_46,w2v_47,w2v_48,w2v_49,w2v_50,w2v_51,w2v_52,w2v_53,w2v_54,w2v_55,w2v_56,w2v_57,w2v_58,w2v_59,w2v_60,w2v_61,w2v_62,w2v_63,w2v_64,w2v_65,w2v_66,w2v_67,w2v_68,w2v_69,w2v_70,w2v_71,w2v_72,w2v_73,w2v_74,w2v_75,w2v_76,w2v_77,w2v_78,w2v_79,w2v_80,w2v_81,w2v_82,w2v_83,w2v_84,w2v_85,w2v_86,w2v_87,w2v_88,w2v_89,w2v_90,w2v_91,w2v_92,w2v_93,w2v_94,w2v_95,w2v_96,w2v_97,w2v_98,w2v_99,w2v_100,w2v_101,w2v_102,w2v_103,w2v_104,w2v_105,w2v_106,w2v_107,w2v_108,w2v_109,w2v_110,w2v_111,w2v_112,w2v_113,w2v_114,w2v_115,w2v_116,w2v_117,w2v_118,w2v_119,w2v_120,w2v_121,w2v_122,w2v_123,w2v_124,w2v_125,w2v_126,w2v_127,w2v_128,w2v_129,w2v_130,w2v_131,w2v_132,w2v_133,w2v_134,w2v_135,w2v_136,w2v_137,w2v_138,w2v_139,w2v_140,w2v_141,w2v_142,w2v_143,w2v_144,w2v_145,w2v_146,w2v_147,w2v_148,w2v_149,w2v_150,w2v_151,w2v_152,w2v_153,w2v_154,w2v_155,w2v_156,w2v_157,w2v_158,w2v_159,w2v_160,w2v_161,w2v_162,w2v_163,w2v_164,w2v_165,w2v_166,w2v_167,w2v_168,w2v_169,w2v_170,w2v_171,w2v_172,w2v_173,w2v_174,w2v_175,w2v_176,w2v_177,w2v_178,w2v_179,w2v_180,w2v_181,w2v_182,w2v_183,w2v_184,w2v_185,w2v_186,w2v_187,w2v_188,w2v_189,w2v_190,w2v_191,w2v_192,w2v_193,w2v_194,w2v_195,w2v_196,w2v_197,w2v_198,w2v_199,Email Type
-0.0011212559,0.0006675711,-0.0009049052,0.0014134037,-0.0003666485,0.00035775994,0.0010304564,0.0026007022,-0.0028500948,0.0011122517,1.8056116e-05,-0.00011672828,-0.0008162195,0.001820133,-0.0006823699,-0.0018636825,0.00090948463,0.0024379774,-0.002155259,-0.0034690811,0.00066802045,-0.00082186237,0.0020239688,0.0002664844,0.002105659,-0.0013073947,0.0011072375,0.0027704735,-0.0037769373,-0.0001945469,0.00015317123,-0.00094142935,0.0011465907,-0.0032537337,-0.0005205731,-0.0015360444,0.0012457642,-0.00030041035,0.00010528522,-0.0009429616,-0.0026024845,0.0003446294,-0.0033945087,0.001320934,0.0014455707,-0.0004039612,-0.0009505817,0.0017040463,0.00112286,0.0008139568,-0.00096755626,0.0012064461,-0.00047457538,-0.0015774632,0.0003195542,-0.0028493938,-0.0006812862,-0.003369224,-0.0018294511,0.00055387855,0.0009674868,-0.0013458589,0.00066948804,-0.001321514,-0.0018423552,0.0017370383,0.002325471,0.0032770943,-0.0022035916,0.002613686,0.00093586015,0.0033764602,-0.00014598967,-0.0012058154,0.00091469893,0.002301712,0.002628737,0.0016211021,0.00011354462,-0.003238576,-0.0011534608,-0.0016937678,0.00040020794,0.0010790352,-0.0020352735,-0.001583345,0.0018167432,-0.0017932374,-0.0008086132,0.00078928936,0.0001535076,0.00018191071,0.0028101876,-0.0011438067,0.0035763883,0.00070295035,-0.00018386806,-0.00074726593,0.0014789229,0.00079760124,-0.004271385,0.0024183034,0.00095908856,-0.00038192244,0.0009108378,-0.002108221,0.0012619918,0.002816423,-0.00067047763,-0.0033777351,0.00053822907,-0.0014526369,-0.0016691693,-0.0007414307,0.0015350227,4.649974e-05,0.0018552402,3.7597325e-05,-0.002308184,0.0006106933,-0.0005376059,-0.0013874654,0.0043213153,0.00034243407,-0.00097617164,0.00045857465,0.00026799957,0.00012843078,0.00012712348,0.0024317207,0.0030524752,-0.0027324804,-0.0017937716,-0.002681784,0.0013922983,0.0031803225,0.0036527242,0.0011775735,0.0014237339,0.002918798,0.0035470098,-0.0018106521,-0.00210312,-0.00080046867,0.0002706259,0.0016365204,0.00159804,0.00039856555,-0.00022276046,-0.00018714588,0.0026781703,-0.0032211891,-0.00029096738,0.0005820507,-0.0024486769,0.0021271936,0.003631223,0.001652989,-0.0003499999,-6.594386e-05,-0.00058960886,0.0012990976,0.0014122461,-0.002419411,0.0019215618,0.00069659605,0.0016561134,0.00025399527,0.0001886975,-0.0012976548,0.0003670195,-0.0015571185,0.0021312882,0.0036401493,-0.00060214463,-0.0009308119,-0.003613513,0.000948776,0.0003246803,6.757871e-05,-0.0017035668,0.00073366525,0.0024669296,-0.002365531,-6.895781e-05,-0.0020781592,0.00056155265,-4.5751753e-05,2.4607373e-06,-0.0019544347,0.00046809964,0.00078715064,-0.00081548176,-0.0024853696,0.0022133642,0.0012343869,0.0017579568,-0.002818126,-0.001972814,-0.0007809918,0
